HIGHEST_NIBRS_DESCRIPTION,CLEARANCE_STATUS,DATE_REPORTED,CMPD_PATROL_DIVISION
Simple Assault,Exceptionally Cleared,2024-09-08,North Tryon
Simple Assault,Exceptionally Cleared,2022-07-18,Westover
Intimidation,Exceptionally Cleared,2017-08-08,Independence
Simple Assault,Cleared by Arrest,2022-03-20,Westover
Simple Assault,Cleared by Arrest,2017-12-14,North Tryon
Simple Assault,Open,2017-10-13,Hickory Grove
Simple Assault,Exceptionally Cleared,2018-10-29,Hickory Grove
Intimidation,Open,2024-02-10,North Tryon
Intimidation,Open,2021-09-13,Hickory Grove
Simple Assault,Exceptionally Cleared,2017-08-25,North
Simple Assault,Open,2018-03-04,North
Simple Assault,Exceptionally Cleared,2022-07-12,Westover
Simple Assault,Open,2022-03-17,Freedom
Simple Assault,Open,2024-04-05,North
Simple Assault,Cleared by Arrest,2017-11-14,University City
Simple Assault,Cleared by Arrest,2017-01-05,North
Simple Assault,Open,2024-09-23,Hickory Grove
Simple Assault,Exceptionally Cleared,2021-07-18,University City
Simple Assault,Open,2019-07-28,Central
Intimidation,Exceptionally Cleared,2021-09-20,North
Intimidation,Exceptionally Cleared,2022-10-27,Central
Simple Assault,Exceptionally Cleared,2018-12-29,Eastway
Simple Assault,Exceptionally Cleared,2017-01-14,North Tryon
Intimidation,Exceptionally Cleared,2024-04-01,Providence
Simple Assault,Open,2020-04-02,Independence
Simple Assault,Exceptionally Cleared,2018-09-02,Airport
Simple Assault,Cleared by Arrest,2020-07-12,University City
Intimidation,Exceptionally Cleared,2022-08-29,Westover
Simple Assault,Exceptionally Cleared,2017-05-01,Metro
Simple Assault,Open,2017-07-18,North Tryon
Simple Assault,Cleared by Arrest,2017-09-07,University City
Simple Assault,Open,2020-10-10,Steele Creek
Simple Assault,Cleared by Arrest,2019-10-25,North
Simple Assault,Exceptionally Cleared,2018-05-02,Eastway
Simple Assault,Open,2022-09-05,Metro
Simple Assault,Open,2019-03-02,North Tryon
Simple Assault,Open,2018-04-24,University City
Simple Assault,Exceptionally Cleared,2021-07-25,Central
Intimidation,Open,2023-10-07,Steele Creek
Simple Assault,Cleared by Arrest,2022-10-11,Providence
Simple Assault,Exceptionally Cleared,2021-10-25,South
Simple Assault,Open,2021-07-11,Eastway
Intimidation,Cleared by Arrest,2021-10-19,University City
Intimidation,Exceptionally Cleared,2019-02-28,Hickory Grove
Simple Assault,Exceptionally Cleared,2021-04-01,Westover
Simple Assault,Exceptionally Cleared,2020-12-16,Westover
Simple Assault,Cleared by Arrest,2018-10-21,Hickory Grove
Intimidation,Open,2024-04-17,University City
Simple Assault,Cleared by Arrest,2020-05-24,Freedom
Intimidation,Cleared by Arrest by Another Agency,2022-09-29,Westover
Simple Assault,Cleared by Arrest,2023-05-05,University City
Intimidation,Open,2024-01-18,Steele Creek
Simple Assault,Cleared by Arrest,2018-08-15,University City
Simple Assault,Cleared by Arrest,2020-10-06,Freedom
Simple Assault,Cleared by Arrest,2020-05-22,Metro
Intimidation,Exceptionally Cleared,2021-01-13,North
Simple Assault,Cleared by Arrest,2017-04-02,North Tryon
Simple Assault,Open,2024-01-17,Eastway
Simple Assault,Open,2018-11-30,University City
Intimidation,Open,2018-05-14,North Tryon
Simple Assault,Exceptionally Cleared,2019-11-10,South
Intimidation,Open,2020-01-04,Eastway
Simple Assault,Open,2022-05-20,University City
Simple Assault,Cleared by Arrest,2019-08-15,Freedom
Intimidation,Open,2018-08-13,North Tryon
Simple Assault,Exceptionally Cleared,2020-12-01,South
Simple Assault,Open,2024-03-14,University City
Intimidation,Open,2019-06-09,Westover
Intimidation,Exceptionally Cleared,2021-02-04,Metro
Simple Assault,Cleared by Arrest,2021-08-07,University City
Intimidation,Open,2020-02-27,Eastway
Intimidation,Open,2023-07-27,Westover
Intimidation,Open,2019-09-25,Freedom
Simple Assault,Exceptionally Cleared,2022-08-28,Providence
Intimidation,Open,2018-09-02,Central
Intimidation,Open,2020-12-28,Steele Creek
Simple Assault,Exceptionally Cleared,2019-03-07,Hickory Grove
Simple Assault,Cleared by Arrest,2022-06-10,North
Simple Assault,Open,2018-01-18,Metro
Simple Assault,Cleared by Arrest,2020-12-07,Westover
Simple Assault,Cleared by Arrest,2021-10-19,University City
Simple Assault,Exceptionally Cleared,2022-02-20,Central
Intimidation,Exceptionally Cleared,2017-02-07,Metro
Simple Assault,Open,2024-09-26,Freedom
Simple Assault,Exceptionally Cleared,2019-09-12,South
Simple Assault,Cleared by Arrest,2022-05-16,University City
Simple Assault,Cleared by Arrest,2018-03-31,North
Intimidation,Open,2020-05-06,South
Intimidation,Open,2020-04-25,Westover
Simple Assault,Exceptionally Cleared,2023-09-30,Eastway
Simple Assault,Open,2023-06-11,University City
Simple Assault,Open,2019-06-30,University City
Simple Assault,Cleared by Arrest,2021-03-20,University City
Simple Assault,Exceptionally Cleared,2024-03-15,Providence
Intimidation,Open,2018-06-29,North Tryon
Simple Assault,Cleared by Arrest,2020-07-02,Freedom
Simple Assault,Open,2023-03-08,Steele Creek
Simple Assault,Cleared by Arrest,2021-03-28,University City
Simple Assault,Open,2019-06-21,North Tryon
Intimidation,Open,2023-10-20,North Tryon
Simple Assault,Cleared by Arrest,2017-09-12,Hickory Grove
Intimidation,Exceptionally Cleared,2018-01-06,North Tryon
Simple Assault,Cleared by Arrest,2018-04-10,Metro
Intimidation,Open,2024-07-09,Steele Creek
Intimidation,Open,2020-06-11,Central
Simple Assault,Open,2022-05-10,Freedom
Simple Assault,Cleared by Arrest,2017-08-11,Hickory Grove
Intimidation,Exceptionally Cleared,2020-02-03,North Tryon
Simple Assault,Open,2020-10-24,Central
Simple Assault,Exceptionally Cleared,2021-10-29,North
Simple Assault,Cleared by Arrest,2022-11-05,Providence
Simple Assault,Open,2017-07-31,University City
Simple Assault,Open,2024-06-19,University City
Simple Assault,Open,2023-02-13,Eastway
Simple Assault,Cleared by Arrest,2018-11-03,Eastway
Simple Assault,Exceptionally Cleared,2017-04-06,Providence
Simple Assault,Open,2023-09-04,Eastway
Intimidation,Exceptionally Cleared,2024-02-08,North Tryon
Simple Assault,Exceptionally Cleared,2019-10-03,Steele Creek
Intimidation,Open,2018-01-16,South
Simple Assault,Cleared by Arrest,2017-10-31,Hickory Grove
Simple Assault,Exceptionally Cleared,2018-11-07,North
Simple Assault,Exceptionally Cleared,2022-03-11,Steele Creek
Simple Assault,Open,2022-09-11,Independence
Simple Assault,Open,2023-08-17,Westover
Simple Assault,Cleared by Arrest,2021-05-21,Westover
Simple Assault,Cleared by Arrest,2019-11-16,University City
Simple Assault,Cleared by Arrest,2023-10-08,Freedom
Simple Assault,Exceptionally Cleared,2020-04-07,Metro
Simple Assault,Open,2024-09-11,North
Simple Assault,Exceptionally Cleared,2021-03-04,Westover
Intimidation,Open,2020-12-30,Metro
Simple Assault,Open,2024-02-14,University City
Simple Assault,Open,2018-11-11,Independence
Simple Assault,Open,2023-09-21,Providence
Simple Assault,Exceptionally Cleared,2017-03-06,Westover
Simple Assault,Open,2023-04-11,North
Intimidation,Exceptionally Cleared,2020-05-30,Freedom
Simple Assault,Open,2018-09-28,Steele Creek
Simple Assault,Cleared by Arrest,2021-08-20,Steele Creek
Simple Assault,Open,2023-07-23,University City
Simple Assault,Exceptionally Cleared,2021-11-28,Steele Creek
Simple Assault,Exceptionally Cleared,2021-07-24,Steele Creek
Intimidation,Open,2021-10-05,Steele Creek
Simple Assault,Cleared by Arrest,2021-08-29,North
Simple Assault,Open,2021-07-26,Metro
Simple Assault,Open,2024-03-17,North
Intimidation,Open,2019-05-22,Steele Creek
Simple Assault,Cleared by Arrest,2018-12-30,North Tryon
Simple Assault,Open,2022-01-17,Westover
Simple Assault,Cleared by Arrest,2021-03-03,Independence
Simple Assault,Cleared by Arrest,2018-02-13,Independence
Intimidation,Open,2017-10-16,University City
Intimidation,Open,2023-01-21,Eastway
Intimidation,Exceptionally Cleared,2019-01-02,North Tryon
Simple Assault,Exceptionally Cleared,2023-04-16,University City
Simple Assault,Open,2017-08-17,Steele Creek
Simple Assault,Cleared by Arrest,2018-03-30,Westover
Simple Assault,Cleared by Arrest,2023-06-30,Westover
Simple Assault,Open,2022-10-01,South
Intimidation,Open,2017-11-30,Independence
Simple Assault,Cleared by Arrest,2018-09-29,Westover
Simple Assault,Cleared by Arrest,2017-06-29,Steele Creek
Intimidation,Exceptionally Cleared,2023-03-10,Westover
Intimidation,Cleared by Arrest,2020-05-05,Steele Creek
Intimidation,Exceptionally Cleared,2024-04-18,Metro
Intimidation,Exceptionally Cleared,2019-07-02,Central
Simple Assault,Open,2022-08-16,Central
Intimidation,Open,2020-09-09,Metro
Simple Assault,Cleared by Arrest,2017-06-12,Freedom
Simple Assault,Open,2022-07-21,Metro
Simple Assault,Open,2024-06-20,Steele Creek
Intimidation,Cleared by Arrest,2020-06-03,Westover
Intimidation,Cleared by Arrest,2017-07-09,Steele Creek
Intimidation,Open,2024-05-05,Independence
Intimidation,Exceptionally Cleared,2019-09-03,South
Simple Assault,Exceptionally Cleared,2019-12-14,Steele Creek
Intimidation,Open,2018-12-13,Steele Creek
Simple Assault,Exceptionally Cleared,2018-09-17,Hickory Grove
Simple Assault,Cleared by Arrest,2017-10-01,Central
Simple Assault,Exceptionally Cleared,2019-07-17,University City
Intimidation,Open,2019-04-05,University City
Intimidation,Open,2018-01-24,North Tryon
Intimidation,Cleared by Arrest,2024-05-19,Providence
Simple Assault,Open,2023-06-02,University City
Simple Assault,Open,2017-10-28,Steele Creek
Simple Assault,Open,2021-04-20,North
Intimidation,Unfounded,2017-11-16,University City
Simple Assault,Cleared by Arrest,2018-01-24,Steele Creek
Simple Assault,Open,2017-08-08,North Tryon
Simple Assault,Open,2022-02-14,Freedom
Simple Assault,Open,2022-08-26,Westover
Simple Assault,Exceptionally Cleared,2019-06-04,Eastway
Simple Assault,Exceptionally Cleared,2020-07-23,Hickory Grove
Simple Assault,Cleared by Arrest,2020-02-27,Eastway
Simple Assault,Exceptionally Cleared,2021-01-18,Metro
Intimidation,Open,2017-10-10,Westover
Simple Assault,Open,2024-08-05,Westover
Intimidation,Open,2020-12-03,North Tryon
Simple Assault,Open,2023-06-17,University City
Simple Assault,Cleared by Arrest,2023-01-13,Eastway
Simple Assault,Exceptionally Cleared,2023-07-03,Independence
Simple Assault,Exceptionally Cleared,2019-02-06,Eastway
Intimidation,Exceptionally Cleared,2021-08-20,Steele Creek
Simple Assault,Cleared by Arrest,2018-11-15,Steele Creek
Intimidation,Open,2019-09-20,Providence
Simple Assault,Open,2023-06-12,Independence
Simple Assault,Open,2021-03-07,University City
Intimidation,Open,2022-08-29,Independence
Intimidation,Open,2023-11-06,Steele Creek
Simple Assault,Cleared by Arrest,2024-02-09,University City
Simple Assault,Open,2024-10-14,University City
Simple Assault,Exceptionally Cleared,2023-01-11,North Tryon
Simple Assault,Cleared by Arrest,2018-02-14,Hickory Grove
Simple Assault,Open,2022-10-07,Metro
Simple Assault,Exceptionally Cleared,2021-05-27,Westover
Simple Assault,Cleared by Arrest,2020-05-11,Metro
Simple Assault,Cleared by Arrest,2021-01-08,Providence
Simple Assault,Cleared by Arrest,2019-11-03,Providence
Simple Assault,Exceptionally Cleared,2019-04-13,Metro
Intimidation,Open,2020-09-08,University City
Simple Assault,Cleared by Arrest,2023-02-06,Providence
Intimidation,Exceptionally Cleared,2017-08-08,Independence
Intimidation,Open,2023-03-14,Eastway
Intimidation,Open,2022-07-30,North
Simple Assault,Exceptionally Cleared,2020-07-14,Freedom
Simple Assault,Open,2023-11-10,Freedom
Simple Assault,Cleared by Arrest,2022-04-24,Eastway
Simple Assault,Cleared by Arrest,2020-03-01,Steele Creek
Intimidation,Exceptionally Cleared,2021-01-18,Westover
Simple Assault,Exceptionally Cleared,2023-03-12,Eastway
Simple Assault,Exceptionally Cleared,2018-09-04,University City
Intimidation,Unfounded,2022-10-20,North
Simple Assault,Open,2021-06-08,Providence
Simple Assault,Cleared by Arrest,2021-08-30,Eastway
Simple Assault,Cleared by Arrest,2020-08-16,Freedom
Simple Assault,Exceptionally Cleared,2023-03-06,North Tryon
Simple Assault,Cleared by Arrest,2020-03-03,University City
Intimidation,Open,2018-08-29,South
Simple Assault,Cleared by Arrest,2021-07-11,University City
Simple Assault,Cleared by Arrest,2024-02-17,Steele Creek
Intimidation,Open,2024-02-10,Freedom
Simple Assault,Cleared by Arrest,2022-05-14,Steele Creek
Simple Assault,Open,2019-10-20,Eastway
Simple Assault,Cleared by Arrest,2020-09-02,University City
Simple Assault,Cleared by Arrest,2018-05-13,Central
Intimidation,Open,2021-09-23,Central
Intimidation,Open,2021-09-04,North
Simple Assault,Exceptionally Cleared,2023-08-26,Hickory Grove
Simple Assault,Cleared by Arrest,2021-10-22,Central
Simple Assault,Exceptionally Cleared,2018-01-01,North Tryon
Intimidation,Open,2023-07-19,Metro
Simple Assault,Open,2022-12-23,Steele Creek
Intimidation,Exceptionally Cleared,2021-03-19,Hickory Grove
Simple Assault,Open,2022-11-26,Central
Simple Assault,Cleared by Arrest,2019-05-19,University City
Intimidation,Exceptionally Cleared,2020-09-02,Steele Creek
Simple Assault,Exceptionally Cleared,2023-01-26,Steele Creek
Intimidation,Exceptionally Cleared,2019-02-18,North
Simple Assault,Open,2020-10-13,South
Simple Assault,Open,2020-02-26,North Tryon
Simple Assault,Open,2021-07-17,Westover
Simple Assault,Cleared by Arrest,2024-04-28,University City
Simple Assault,Open,2018-03-24,North
Simple Assault,Open,2020-01-26,North Tryon
Simple Assault,Cleared by Arrest,2021-04-11,Steele Creek
Simple Assault,Cleared by Arrest,2019-10-10,University City
Simple Assault,Cleared by Arrest,2019-06-21,Steele Creek
Simple Assault,Open,2024-07-12,Steele Creek
Simple Assault,Cleared by Arrest,2020-10-30,Freedom
Intimidation,Open,2022-04-28,South
Simple Assault,Cleared by Arrest,2019-09-25,Hickory Grove
Simple Assault,Cleared by Arrest,2019-05-25,Freedom
Simple Assault,Open,2020-03-01,Eastway
Simple Assault,Open,2023-07-11,Metro
Simple Assault,Open,2020-10-12,Steele Creek
Simple Assault,Cleared by Arrest,2024-07-20,Steele Creek
Intimidation,Cleared by Arrest,2019-04-12,Westover
Simple Assault,Cleared by Arrest,2019-10-04,Independence
Simple Assault,Open,2021-01-02,Steele Creek
Simple Assault,Cleared by Arrest,2023-07-26,Hickory Grove
Intimidation,Open,2022-06-05,Eastway
Simple Assault,Cleared by Arrest,2020-08-02,Steele Creek
Simple Assault,Exceptionally Cleared,2020-10-17,University City
Simple Assault,Open,2019-12-08,Metro
Simple Assault,Exceptionally Cleared,2018-01-07,North Tryon
Simple Assault,Open,2024-10-14,Providence
Simple Assault,Cleared by Arrest,2023-09-04,Providence
Simple Assault,Cleared by Arrest,2021-05-19,Airport
Intimidation,Open,2021-10-25,University City
Intimidation,Open,2021-09-16,Freedom
Simple Assault,Open,2018-08-09,Hickory Grove
Simple Assault,Open,2018-07-30,Central
Simple Assault,Open,2023-12-20,Hickory Grove
Intimidation,Exceptionally Cleared,2020-06-01,Freedom
Intimidation,Open,2018-03-15,Metro
Simple Assault,Open,2021-11-03,Providence
Simple Assault,Open,2020-02-01,Metro
Simple Assault,Open,2023-01-27,Metro
Simple Assault,Cleared by Arrest,2023-05-06,North Tryon
Intimidation,Open,2018-10-10,Central
Intimidation,Exceptionally Cleared,2018-02-08,North
Simple Assault,Exceptionally Cleared,2022-10-21,Freedom
Simple Assault,Cleared by Arrest by Another Agency,2022-12-24,North
Intimidation,Exceptionally Cleared,2019-09-03,South
Simple Assault,Open,2024-06-28,Central
Intimidation,Open,2023-12-21,Steele Creek
Simple Assault,Exceptionally Cleared,2019-03-29,South
Simple Assault,Cleared by Arrest by Another Agency,2023-02-26,Central
Simple Assault,Exceptionally Cleared,2022-04-27,Steele Creek
Simple Assault,Open,2019-03-17,Independence
Simple Assault,Open,2017-10-18,Providence
Simple Assault,Open,2024-07-30,North
Simple Assault,Open,2022-12-07,North
Intimidation,Open,2024-07-11,Westover
Simple Assault,Open,2019-11-05,Central
Intimidation,Open,2023-04-02,University City
Intimidation,Exceptionally Cleared,2022-12-07,Westover
Intimidation,Open,2017-06-19,University City
Intimidation,Open,2024-03-10,Independence
Simple Assault,Exceptionally Cleared,2021-11-24,Steele Creek
Simple Assault,Open,2018-04-04,Metro
Simple Assault,Cleared by Arrest,2023-08-22,Eastway
Simple Assault,Open,2022-01-01,Eastway
Simple Assault,Exceptionally Cleared,2022-09-19,Hickory Grove
Simple Assault,Cleared by Arrest,2021-09-19,Steele Creek
Simple Assault,Cleared by Arrest,2018-07-07,North
Intimidation,Exceptionally Cleared,2018-04-22,Hickory Grove
Intimidation,Cleared by Arrest,2017-01-31,Westover
Intimidation,Open,2023-02-09,Westover
Intimidation,Exceptionally Cleared,2021-02-22,North
Intimidation,Open,2022-09-08,University City
Simple Assault,Open,2022-09-02,University City
Simple Assault,Open,2024-04-21,Central
Intimidation,Exceptionally Cleared,2024-06-10,North
Simple Assault,Exceptionally Cleared,2023-12-10,South
Intimidation,Exceptionally Cleared,2023-07-31,Metro
Simple Assault,Open,2020-08-29,University City
Simple Assault,Cleared by Arrest,2019-01-02,North
Simple Assault,Exceptionally Cleared,2022-05-06,Hickory Grove
Simple Assault,Exceptionally Cleared,2018-03-30,North Tryon
Intimidation,Exceptionally Cleared,2020-09-30,North
Intimidation,Open,2024-06-19,North
Simple Assault,Cleared by Arrest,2020-04-22,Metro
Intimidation,Open,2024-06-12,Steele Creek
Intimidation,Open,2020-01-30,Providence
Simple Assault,Cleared by Arrest,2024-04-11,North Tryon
Intimidation,Open,2019-08-05,Steele Creek
Simple Assault,Cleared by Arrest,2021-07-15,Independence
Intimidation,Open,2024-05-18,Providence
Simple Assault,Exceptionally Cleared,2019-11-08,North Tryon
Simple Assault,Open,2020-06-16,North Tryon
Simple Assault,Exceptionally Cleared,2018-11-14,South
Simple Assault,Open,2021-03-12,Providence
Simple Assault,Open,2019-07-04,Eastway
Simple Assault,Exceptionally Cleared,2017-01-31,Westover
Simple Assault,Cleared by Arrest,2023-11-11,Hickory Grove
Simple Assault,Open,2021-06-23,North
Simple Assault,Open,2023-05-28,North
Simple Assault,Cleared by Arrest,2021-10-31,University City
Simple Assault,Open,2023-03-09,Hickory Grove
Simple Assault,Exceptionally Cleared,2022-08-19,Independence
Intimidation,Open,2019-11-14,Metro
Simple Assault,Cleared by Arrest,2017-04-28,South
Simple Assault,Open,2024-01-15,North
Simple Assault,Cleared by Arrest,2019-05-16,Hickory Grove
Intimidation,Open,2017-06-25,Hickory Grove
Simple Assault,Cleared by Arrest,2018-05-06,Hickory Grove
